852	ZM	SRX711122	leaf
853	SL	SRX3615321	callus
854	ZM	SRX711155	leaf
855	ZM	SRX711058	leaf
856	ZM	SRX339768	stomatal division zone
857	ZM	SRX339786	ear
860	ZM	SRX711052	leaf
861	ZM	SRX711025	ear
862	ZM	SRX2527297	silks
863	ZM	SRX1676942	shoot
864	ZM	SRX1676935	leaf
865	ST	SRX1478099	leaf
866	ZM	SRX2574385	unknown
867	OS	SRX200754	root
868	ZM	SRX711326	stem
869	ZM	SRX3187876	unknown
870	ZM	SRX710914	ear
871	SL	SRX2245689	root
872	ZM	SRX710963	ear
873	ZM	SRX793135	unknown
874	SL	SRX2245667	root
875	ZM	SRX151754	ear
876	HV	SRX1815082	unknown
877	ST	SRX2737165	leaf
878	ZM	SRX275917	stem
879	ZM	SRX2035804	kernel
880	ZM	SRX503037	leaf
881	OS	SRX2069855	Crown
882	ZM	SRX711256	stem
883	ST	SRX2239235	leaf
884	ZM	SRX711221	stem
885	ZM	SRX710969	ear
886	SL	SRX2245683	root
887	ZM	SRX316715	endosperm
888	ZM	SRX710987	ear
889	ZM	SRX3050537	kernel
890	ZM	SRX1122411	seedling
891	ZM	SRX711167	leaf
892	ZM	SRX711084	leaf
893	ZM	SRX711110	leaf
894	ZM	SRX711189	leaf
896	ZM	SRX2425993	kernel
897	ZM	SRX502943	leaf
898	HV	SRX3056747	unknown
899	HV	SRX3056730	unknown
900	ST	SRX502839	leaf
901	ZM	SRX2425999	kernel
902	SL	SRX3615319	callus
903	ZM	SRX711017	ear
904	ZM	SRX711183	leaf
905	ZM	SRX711060	leaf
906	HV	SRX2009415	unknown
907	ZM	SRX2251432	leaf
908	SL	SRX851879	meristem
909	ZM	SRX2251445	leaf
910	OS	SRX219965	root
911	ST	SRX2417176	leaf
913	ZM	SRX2593646	embryos
914	ST	SRX2737157	leaf
915	SL	SRX328387	unknown
916	ZM	SRX745311	unknown
917	ZM	SRX710951	ear
918	ZM	SRX339803	root
919	ZM	SRX710926	ear
920	ZM	SRX711219	stem
921	ZM	SRX711280	stem
922	ZM	SRX711314	stem
923	ZM	SRX339809	Mature pollen
924	ZM	SRX711213	stem
925	ZM	SRX711264	stem
926	SL	SRX851873	meristem
927	OS	SRX1549417	unknown
928	ZM	SRX2251438	leaf
929	ZM	SRX1120750	root
930	HV	SRX2009411	unknown
931	ZM	SRX711187	leaf
932	ZM	SRX711013	ear
933	ZM	SRX711064	leaf
934	ZM	SRX711169	leaf
936	HV	SRX3056749	unknown
937	ST	SRX502840	leaf
938	HV	SRX3056743	unknown
939	HV	SRX3056734	unknown
940	SL	SRX481134	unknown
941	ZM	SRX2425997	kernel
